Date,Date,Close,Volume,AUDUSD,USDCAD,Returns,Returns_100,upper_barrier,lower_barrier,touch_upper,touch_lower,label
2010-01-15 04:33:00,2010-01-15 04:33:00,1.44178,80.0,0.92754,1.02632,-0.00375204704223997,-0.375204704223997,,,,,0.0
2010-01-17 17:32:00,2010-01-17 17:32:00,1.4362,79.0,0.92184,1.02997,-0.0038702159830210636,-0.38702159830210636,,,,,0.0
2010-01-19 01:43:00,2010-01-19 01:43:00,1.43989,47.0,0.92444,1.0259,0.002569280044562028,0.2569280044562028,,,,,0.0
2010-01-19 11:15:00,2010-01-19 11:15:00,1.42699,171.0,0.92289,1.03192,-0.008959017702741101,-0.8959017702741101,,,,,0.0
2010-01-20 03:43:00,2010-01-20 03:43:00,1.41932,169.0,0.91579,1.03487,-0.0053749500697272135,-0.5374950069727213,,,,,0.0
2010-01-20 12:01:00,2010-01-20 12:01:00,1.40914,189.0,0.90806,1.04798,-0.007172448778288043,-0.7172448778288043,,,,,0.0
2010-01-21 05:56:00,2010-01-21 05:56:00,1.40378,189.0,0.90664,1.05172,-0.003803738450402383,-0.3803738450402383,,,,,0.0
2010-01-21 14:14:00,2010-01-21 14:14:00,1.41015,73.0,0.90342,1.0505,0.00453774808018359,0.453774808018359,,,,,0.0
2010-01-22 07:30:00,2010-01-22 07:30:00,1.41329,173.0,0.90407,1.05182,0.002226713470198094,0.2226713470198094,,,,,0.0
2010-01-25 03:44:00,2010-01-25 03:44:00,1.41448,135.0,0.90514,1.05532,0.0008420069483263681,0.08420069483263681,,,,,0.0
2010-01-25 19:09:00,2010-01-25 19:09:00,1.41578,63.0,0.90534,1.05648,0.0009190656637068084,0.09190656637068084,,,,,0.0
2010-01-26 07:52:00,2010-01-26 07:52:00,1.40825,172.0,0.89724,1.06279,-0.005318622949893381,-0.5318622949893381,,,,,0.0
2010-01-26 23:00:00,2010-01-26 23:00:00,1.40738,140.0,0.90169,1.06309,-0.0006177880347949527,-0.06177880347949527,,,,,0.0
2010-01-27 10:33:00,2010-01-27 10:33:00,1.40442,211.0,0.89583,1.06487,-0.0021031988517671296,-0.21031988517671296,,,,,0.0
2010-01-28 00:07:00,2010-01-28 00:07:00,1.40185,58.0,0.90174,1.06015,-0.001829936913458896,-0.1829936913458896,,,,,0.0
2010-01-28 11:10:00,2010-01-28 11:10:00,1.39582,123.0,0.89629,1.06282,-0.004301458786603374,-0.4301458786603374,,,,,0.0
2010-01-29 04:21:00,2010-01-29 04:21:00,1.39736,123.0,0.89439,1.06341,0.0011032941210182834,0.11032941210182834,,,,,0.0
2010-01-29 13:51:00,2010-01-29 13:51:00,1.38802,61.0,0.88679,1.06773,-0.0066840327474665395,-0.668403274746654,,,,,0.0
2010-02-01 09:00:00,2010-02-01 09:00:00,1.39092,205.0,0.88249,1.0686,0.0020893070705032546,0.20893070705032546,,,,,0.0
2010-02-02 03:31:00,2010-02-02 03:31:00,1.39191,43.0,0.87884,1.05957,0.000711759123457778,0.0711759123457778,,,,,0.0
2010-02-03 19:11:00,2010-02-03 19:11:00,1.3896,68.0,0.88154,1.06118,-0.0016595900597021762,-0.16595900597021762,,,,,0.0
2010-02-04 09:56:00,2010-02-04 09:56:00,1.38065,189.0,0.87459,1.06838,-0.006440702360391515,-0.6440702360391515,,,,,0.0
2010-02-05 01:50:00,2010-02-05 01:50:00,1.37114,61.0,0.86734,1.07303,-0.006888059971752347,-0.6888059971752347,,,,,0.0
2010-02-05 09:45:00,2010-02-05 09:45:00,1.36908,296.0,0.86726,1.0683,-0.001502399463220394,-0.1502399463220394,,,,,0.0
2010-02-08 01:25:00,2010-02-08 01:25:00,1.36328,108.0,0.86549,1.07055,-0.004236421538551416,-0.4236421538551416,,,,,0.0
2010-02-08 11:20:00,2010-02-08 11:20:00,1.36999,100.0,0.86971,1.06899,0.004921952937034124,0.4921952937034124,,,,,0.0
2010-02-09 06:03:00,2010-02-09 06:03:00,1.37015,255.0,0.86984,1.07144,0.00011678917364355001,0.011678917364355001,,,,,0.0
2010-02-09 13:31:00,2010-02-09 13:31:00,1.37841,121.0,0.87689,1.06849,0.006028537021493863,0.6028537021493863,1.3901844973767703,1.3666355026232295,2010-10-06 11:49:00,2010-02-11 09:08:00,-1.0
2010-02-10 06:48:00,2010-02-10 06:48:00,1.37919,39.0,0.87764,1.06364,0.0005658693712320417,0.05658693712320417,1.3909855755907268,1.367394424409273,2010-10-06 11:49:00,2010-02-11 09:08:00,-1.0
2010-02-10 19:23:00,2010-02-10 19:23:00,1.37525,41.0,0.87739,1.06078,-0.002856749251372026,-0.2856749251372026,1.3869635153342108,1.3635364846657896,2010-10-06 11:49:00,2010-02-12 10:02:00,-1.0
2010-02-11 09:08:00,2010-02-11 09:08:00,1.36644,368.0,0.88569,1.05864,-0.006406107980367226,-0.6406107980367226,1.37830347393,1.35457652607,2010-10-05 10:36:00,2010-02-19 02:57:00,-1.0
2010-02-12 00:06:00,2010-02-12 00:06:00,1.36687,96.0,0.88889,1.05145,0.0003146863382219589,0.03146863382219589,1.3787338171698718,1.3550061828301283,2010-10-05 10:36:00,2010-02-19 02:57:00,-1.0
2010-02-12 10:02:00,2010-02-12 10:02:00,1.36083,390.0,0.88119,1.05574,-0.004418854755755874,-0.44188547557558744,1.372674403701709,1.348985596298291,2010-03-12 11:44:00,2010-02-19 02:57:00,-1.0
2010-02-15 09:22:00,2010-02-15 09:22:00,1.36071,57.0,0.88864,1.04778,-8.818147748057559e-05,-0.008818147748057559,1.3725358825040266,1.3488841174959736,2010-03-12 11:44:00,2010-02-19 02:57:00,-1.0
2010-02-16 10:17:00,2010-02-16 10:17:00,1.36503,129.0,0.89792,1.0441,0.0031748131490176856,0.31748131490176856,1.3749669394800392,1.355093060519961,2010-03-12 11:44:00,2010-02-19 02:57:00,-1.0
2010-02-17 07:50:00,2010-02-17 07:50:00,1.37231,91.0,0.90305,1.04154,0.005333216119792095,0.5333216119792095,1.3827343342032916,1.361885665796708,2010-10-05 19:50:00,2010-02-18 00:23:00,-1.0
2010-02-18 00:23:00,2010-02-18 00:23:00,1.35693,14.0,0.89504,1.04773,-0.01120738025664747,-1.120738025664747,1.3679395715401963,1.3459204284598036,2010-03-03 19:20:00,2010-03-24 03:49:00,1.0
2010-02-18 11:27:00,2010-02-18 11:27:00,1.35881,178.0,0.89905,1.04304,0.00138548045956699,0.138548045956699,1.3698907311085147,1.3477292688914853,2010-03-12 11:44:00,2010-02-19 02:57:00,-1.0
2010-02-19 02:57:00,2010-02-19 02:57:00,1.34772,97.0,0.89004,1.04907,-0.008161553123689158,-0.8161553123689158,1.3590514036022372,1.336388596397763,2010-02-22 09:17:00,2010-03-24 13:03:00,1.0
2010-02-19 12:50:00,2010-02-19 12:50:00,1.35572,93.0,0.89529,1.04224,0.005935951087763014,0.5935951087763014,1.3675932121935392,1.3438467878064606,2010-03-03 19:20:00,2010-03-24 03:49:00,1.0
2010-02-22 09:17:00,2010-02-22 09:17:00,1.36179,98.0,0.90069,1.03949,0.004477325701472301,0.4477325701472301,1.373960825505923,1.349619174494077,2010-03-12 11:44:00,2010-02-25 05:00:00,-1.0
2010-02-23 04:28:00,2010-02-23 04:28:00,1.3643,216.0,0.90414,1.04162,0.001843162308432289,0.1843162308432289,1.3765228529231177,1.3520771470768824,2010-10-05 06:25:00,2010-02-25 05:00:00,-1.0
2010-02-23 13:28:00,2010-02-23 13:28:00,1.35269,58.0,0.88952,1.05624,-0.008509858535512782,-0.8509858535512782,1.3650733314456742,1.3403066685543257,2010-03-03 06:37:00,2010-03-24 13:03:00,1.0
2010-02-24 10:13:00,2010-02-24 10:13:00,1.35621,222.0,0.89022,1.05512,0.0026022222386503646,0.26022222386503646,1.3683101680857592,1.3441098319142406,2010-03-03 19:20:00,2010-03-24 03:49:00,1.0
2010-02-25 05:00:00,2010-02-25 05:00:00,1.34955,151.0,0.89039,1.05424,-0.004910743911341053,-0.49107439113410534,1.3615627194092108,1.337537280590789,2010-03-03 06:37:00,2010-03-24 13:03:00,1.0
2010-02-25 14:08:00,2010-02-25 14:08:00,1.35562,128.0,0.88675,1.06171,0.004497795561483553,0.4497795561483553,1.3676441091156128,1.343595890884387,2010-03-03 19:20:00,2010-03-24 03:49:00,1.0
2010-02-26 08:28:00,2010-02-26 08:28:00,1.35691,125.0,0.88954,1.05774,0.0009515941045425969,0.09515941045425969,1.368906123086214,1.3449138769137858,2010-03-03 19:20:00,2010-03-24 03:49:00,1.0
2010-02-28 21:27:00,2010-02-28 21:27:00,1.36012,63.0,0.89621,1.05243,0.002365669056901387,0.23656690569013872,1.371995589732439,1.348244410267561,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-01 10:19:00,2010-03-01 10:19:00,1.35198,261.0,0.8978,1.04573,-0.00598476605005438,-0.598476605005438,1.3638991152780862,1.3400608847219138,2010-03-03 06:37:00,2010-03-24 13:03:00,1.0
2010-03-02 04:02:00,2010-03-02 04:02:00,1.3486,86.0,0.89929,1.04083,-0.0025000369827955504,-0.25000369827955504,1.3604729772913322,1.3367270227086678,2010-03-03 06:37:00,2010-03-24 13:03:00,1.0
2010-03-02 12:15:00,2010-03-02 12:15:00,1.35773,176.0,0.90409,1.03274,0.006769983686786274,0.6769983686786274,1.370133321347697,1.3453266786523033,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-03 06:37:00,2010-03-03 06:37:00,1.36624,187.0,0.90318,1.03308,0.0062678146612358265,0.6267814661235827,1.3789614648742954,1.3535185351257042,2010-10-05 10:36:00,2010-03-22 11:55:00,-1.0
2010-03-03 19:20:00,2010-03-03 19:20:00,1.36901,35.0,0.90389,1.03183,0.0020274622321116986,0.20274622321116986,1.3818136969875714,1.3562063030124287,2010-10-05 19:50:00,2010-03-19 14:17:00,-1.0
2010-03-04 10:06:00,2010-03-04 10:06:00,1.3628,321.0,0.90082,1.03147,-0.004536124644816342,-0.45361246448163417,1.3756401356539636,1.3499598643460364,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-05 05:51:00,2010-03-05 05:51:00,1.35883,76.0,0.90287,1.03162,-0.002913120046962203,-0.2913120046962203,1.3716586132077735,1.3460013867922265,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-08 02:56:00,2010-03-08 02:56:00,1.36883,109.0,0.91234,1.02731,0.007359272315153431,0.7359272315153431,1.3821208101936793,1.3555391898063207,2010-10-05 19:50:00,2010-03-19 14:17:00,-1.0
2010-03-08 22:39:00,2010-03-08 22:39:00,1.36279,45.0,0.90954,1.0279,-0.004412527486977957,-0.44125274869779574,1.3761099420071483,1.3494700579928516,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-09 11:13:00,2010-03-09 11:13:00,1.35715,120.0,0.91204,1.0268,-0.0041385686716221,-0.41385686716221004,1.370238601948199,1.3440613980518012,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-10 08:11:00,2010-03-10 08:11:00,1.36031,65.0,0.91584,1.02617,0.002328408797848347,0.2328408797848347,1.3734386093411368,1.347181390658863,2010-03-12 11:44:00,2010-03-24 03:49:00,1.0
2010-03-11 04:05:00,2010-03-11 04:05:00,1.36473,28.0,0.91529,1.02621,0.0032492593599988684,0.32492593599988684,1.3779927183631555,1.3514672816368445,2010-10-05 10:36:00,2010-03-23 09:48:00,-1.0
2010-03-11 22:38:00,2010-03-11 22:38:00,1.3685,91.0,0.91524,1.02383,0.002762451180819747,0.2762451180819747,1.381861641299502,1.3551383587004981,2010-10-05 19:50:00,2010-03-19 14:17:00,-1.0
2010-03-12 11:44:00,2010-03-12 11:44:00,1.37643,217.0,0.91595,1.01695,0.005794665692363976,0.5794665692363976,1.3898504526997717,1.3630095473002284,2010-10-06 11:49:00,2010-03-19 02:25:00,-1.0
2010-03-15 11:11:00,2010-03-15 11:11:00,1.3666,173.0,0.91129,1.02099,-0.007141663578968838,-0.7141663578968838,1.3799499100388486,1.3532500899611517,2010-10-05 10:36:00,2010-03-22 11:55:00,-1.0
2010-03-16 11:30:00,2010-03-16 11:30:00,1.37488,183.0,0.91394,1.01487,0.00605883213815317,0.605883213815317,1.388554705366323,1.3612052946336772,2010-10-06 11:49:00,2010-03-19 14:17:00,-1.0
2010-03-17 08:48:00,2010-03-17 08:48:00,1.37553,110.0,0.92264,1.01164,0.0004727685325263131,0.04727685325263131,1.3890729732318632,1.3619870267681364,2010-10-06 11:49:00,2010-03-19 02:25:00,-1.0
2010-03-18 04:48:00,2010-03-18 04:48:00,1.36713,119.0,0.92139,1.00987,-0.006106737039541121,-0.6106737039541121,1.3806982175407885,1.3535617824592114,2010-10-05 10:36:00,2010-03-22 11:55:00,-1.0
2010-03-19 02:25:00,2010-03-19 02:25:00,1.36124,52.0,0.92162,1.01692,-0.0043082954803127516,-0.43082954803127516,1.3748737063423018,1.3476062936576982,2010-10-01 13:46:00,2010-03-24 03:49:00,-1.0
2010-03-19 14:17:00,2010-03-19 14:17:00,1.3536,60.0,0.91589,1.01539,-0.005612529752284767,-0.5612529752284767,1.367075555595726,1.3401244444042741,2010-10-01 04:23:00,2010-03-24 13:03:00,-1.0
2010-03-22 11:55:00,2010-03-22 11:55:00,1.35242,144.0,0.91429,1.01959,-0.0008717494089833799,-0.087174940898338,1.3658776593349689,1.338962340665031,2010-10-01 04:23:00,2010-03-24 13:03:00,-1.0
2010-03-23 09:48:00,2010-03-23 09:48:00,1.35014,156.0,0.91617,1.01944,-0.0016858668165214974,-0.16858668165214974,1.3635454774068938,1.336734522593106,2010-09-30 07:26:00,2010-03-24 13:03:00,-1.0
2010-03-24 03:49:00,2010-03-24 03:49:00,1.34192,105.0,0.91639,1.017,-0.006088257514035522,-0.6088257514035522,1.3552182707157976,1.3286217292842024,2010-04-01 15:52:00,2010-04-23 02:25:00,1.0
2010-03-24 13:03:00,2010-03-24 13:03:00,1.33309,301.0,0.90819,1.02569,-0.006580124001430709,-0.6580124001430709,1.346546380679114,1.3196336193208862,2010-03-31 05:48:00,2010-04-28 10:04:00,1.0
2010-03-25 09:18:00,2010-03-25 09:18:00,1.33509,109.0,0.91334,1.01767,0.0015002737999685323,0.15002737999685323,1.348492467846203,1.3216875321537973,2010-04-01 00:59:00,2010-04-28 03:24:00,1.0
2010-03-26 02:52:00,2010-03-26 02:52:00,1.33362,51.0,0.91074,1.02121,-0.0011010493674584731,-0.11010493674584731,1.3470093251599198,1.32023067484008,2010-04-01 00:59:00,2010-04-28 10:04:00,1.0
2010-03-26 12:43:00,2010-03-26 12:43:00,1.33911,52.0,0.90235,1.0287,0.004116614927790474,0.4116614927790474,1.35260747540914,1.32561252459086,2010-04-01 15:52:00,2010-04-23 02:25:00,1.0
2010-03-29 10:21:00,2010-03-29 10:21:00,1.34532,132.0,0.91445,1.02105,0.0046374084279858785,0.46374084279858785,1.3588279535877943,1.3318120464122059,2010-04-13 16:45:00,2010-04-08 07:38:00,-1.0
2010-03-30 09:22:00,2010-03-30 09:22:00,1.34639,65.0,0.92054,1.01619,0.0007953498052506447,0.07953498052506447,1.3590790082197077,1.333700991780292,2010-04-13 16:45:00,2010-04-08 07:38:00,-1.0
2010-03-31 05:48:00,2010-03-31 05:48:00,1.34662,56.0,0.91654,1.01552,0.00017082717488992039,0.01708271748899204,1.3592937649723424,1.3339462350276574,2010-04-13 16:45:00,2010-04-08 07:38:00,-1.0
2010-04-01 00:59:00,2010-04-01 00:59:00,1.35032,54.0,0.91619,1.01318,0.0027476199670286583,0.27476199670286583,1.3625993183740832,1.3380406816259165,2010-09-29 16:00:00,2010-04-06 10:46:00,-1.0
2010-04-01 15:52:00,2010-04-01 15:52:00,1.3585,17.0,0.92009,1.00777,0.006057823330765988,0.6057823330765988,1.3708647858931686,1.3461352141068315,2010-10-01 09:04:00,2010-04-06 10:46:00,-1.0
2010-04-05 15:43:00,2010-04-05 15:43:00,1.34762,53.0,0.91974,1.00324,-0.0080088332719912,-0.80088332719912,1.3601986078648536,1.3350413921351465,2010-04-13 16:45:00,2010-04-08 07:38:00,-1.0
2010-04-06 10:46:00,2010-04-06 10:46:00,1.33668,126.0,0.92329,1.00083,-0.008118015464300021,-0.8118015464300021,1.3495542672869927,1.3238057327130075,2010-04-12 07:34:00,2010-04-23 02:25:00,1.0
2010-04-08 07:38:00,2010-04-08 07:38:00,1.33058,83.0,0.92444,1.00799,-0.004563545500792965,-0.4563545500792965,1.343050561151499,1.3181094388485013,2010-04-09 15:28:00,2010-05-04 08:09:00,1.0
2010-04-09 03:30:00,2010-04-09 03:30:00,1.33916,58.0,0.92914,1.00067,0.006448315772069169,0.6448315772069169,1.3519829944221393,1.3263370055778605,2010-04-12 07:34:00,2010-04-23 02:25:00,1.0
2010-04-09 15:28:00,2010-04-09 15:28:00,1.34883,109.0,0.93254,1.00379,0.0072209444726545335,0.7220944472654534,1.3619729355469468,1.335687064453053,2010-04-14 09:18:00,2010-04-22 09:25:00,1.0
2010-04-12 07:34:00,2010-04-12 07:34:00,1.35802,169.0,0.92645,1.00811,0.006813312278048489,0.6813312278048489,1.371437482637185,1.3446025173628153,2010-10-01 09:04:00,2010-04-19 05:22:00,-1.0
2010-04-13 02:31:00,2010-04-13 02:31:00,1.35856,141.0,0.92489,1.00422,0.0003976377372940654,0.03976377372940654,1.371977931018004,1.345142068981996,2010-10-01 09:04:00,2010-04-19 05:22:00,-1.0
2010-04-13 16:45:00,2010-04-13 16:45:00,1.36153,102.0,0.92876,1.0009,0.002186138264044235,0.2186138264044235,1.3749715877951687,1.3480884122048313,2010-10-01 13:46:00,2010-04-19 05:22:00,-1.0
2010-04-14 09:18:00,2010-04-14 09:18:00,1.36254,137.0,0.93316,0.99849,0.0007418125197389269,0.07418125197389269,1.375727758692051,1.3493522413079488,2010-10-05 06:25:00,2010-04-19 05:22:00,-1.0
2010-04-15 04:11:00,2010-04-15 04:11:00,1.3574,286.0,0.9338,0.99898,-0.0037723663158514276,-0.37723663158514276,1.3705987437606764,1.3442012562393235,2010-10-01 09:04:00,2010-04-19 05:22:00,-1.0
2010-04-15 20:43:00,2010-04-15 20:43:00,1.35397,55.0,0.93194,1.00437,-0.002526889641962571,-0.2526889641962571,1.3668584828912151,1.3410815171087846,2010-10-01 04:23:00,2010-04-21 12:45:00,-1.0
2010-04-16 10:53:00,2010-04-16 10:53:00,1.35058,254.0,0.92847,1.01033,-0.0025037482366669916,-0.25037482366669916,1.3631718302277078,1.337988169772292,2010-09-30 07:26:00,2010-04-22 09:25:00,-1.0
2010-04-19 05:22:00,2010-04-19 05:22:00,1.34284,104.0,0.91649,1.01824,-0.005730871181270136,-0.5730871181270136,1.3555278342288017,1.3301521657711983,2010-09-28 23:13:00,2010-04-23 02:25:00,-1.0
2010-04-20 02:53:00,2010-04-20 02:53:00,1.34663,135.0,0.92879,1.01287,0.0028223764558696907,0.28223764558696907,1.359302196554995,1.333957803445005,2010-09-29 05:25:00,2010-04-22 09:25:00,-1.0
2010-04-21 00:03:00,2010-04-21 00:03:00,1.34185,114.0,0.93164,0.99623,-0.003549601598063279,-0.3549601598063279,1.3545045141680137,1.3291954858319863,2010-09-28 23:13:00,2010-04-23 02:25:00,-1.0
2010-04-21 12:45:00,2010-04-21 12:45:00,1.33996,29.0,0.92903,0.99739,-0.001408503185900023,-0.1408503185900023,1.3521560582426961,1.327763941757304,2010-09-28 10:37:00,2010-04-23 02:25:00,-1.0
2010-04-22 09:25:00,2010-04-22 09:25:00,1.33261,169.0,0.92664,1.00089,-0.00548523836532433,-0.548523836532433,1.344810036222099,1.3204099637779012,2010-09-27 00:07:00,2010-04-28 10:04:00,-1.0
2010-04-23 02:25:00,2010-04-23 02:25:00,1.32223,55.0,0.91909,1.00251,-0.007789225654917797,-0.7789225654917797,1.3346219358399463,1.3098380641600538,2010-04-23 10:53:00,2010-05-04 08:09:00,1.0
2010-04-23 10:53:00,2010-04-23 10:53:00,1.33658,280.0,0.92209,1.00203,0.010852877336015698,1.0852877336015698,1.3499653597067705,1.3231946402932298,2010-09-28 10:37:00,2010-04-27 12:20:00,-1.0
2010-04-26 08:38:00,2010-04-26 08:38:00,1.33362,77.0,0.93041,0.998,-0.002214607430905846,-0.2214607430905846,1.3468998844626847,1.3203401155373153,2010-09-27 07:33:00,2010-04-28 10:04:00,-1.0
2010-04-27 03:21:00,2010-04-27 03:21:00,1.33652,76.0,0.92378,1.00283,0.0021745324755177986,0.21745324755177986,1.3498041349008538,1.3232358650991463,2010-09-28 10:37:00,2010-04-27 12:20:00,-1.0
2010-04-27 12:20:00,2010-04-27 12:20:00,1.32311,149.0,0.91699,1.01686,-0.010033519887468922,-1.0033519887468922,1.3365478662258525,1.3096721337741473,2010-09-22 09:01:00,2010-05-04 08:09:00,-1.0
2010-04-28 03:24:00,2010-04-28 03:24:00,1.32045,202.0,0.92122,1.01487,-0.002010414855907805,-0.2010414855907805,1.3336076511034671,1.3072923488965327,2010-09-22 09:01:00,2010-05-04 15:33:00,-1.0
2010-04-28 10:04:00,2010-04-28 10:04:00,1.31854,178.0,0.92099,1.01494,-0.0014464765799536705,-0.14464765799536705,1.331343677763651,1.3057363222363494,2010-09-22 09:01:00,2010-05-04 15:33:00,-1.0
2010-04-29 01:59:00,2010-04-29 01:59:00,1.32253,93.0,0.92499,1.00939,0.0030260742942951335,0.30260742942951335,1.3354701873396737,1.3095898126603263,2010-09-22 09:01:00,2010-05-04 08:09:00,-1.0
2010-04-29 10:30:00,2010-04-29 10:30:00,1.32441,310.0,0.92819,1.00362,0.001421517848366527,0.1421517848366527,1.3372143887802046,1.3116056112197956,2010-09-22 09:01:00,2010-05-04 08:09:00,-1.0
2010-04-30 04:23:00,2010-04-30 04:23:00,1.3293,64.0,0.93126,1.00349,0.0036922101162024656,0.36922101162024656,1.3421937818372398,1.31640621816276,2010-09-24 08:45:00,2010-05-04 08:09:00,-1.0
2010-04-30 14:53:00,2010-04-30 14:53:00,1.33087,68.0,0.92551,1.01641,0.0011810727450538572,0.11810727450538572,1.3436136368868323,1.3181263631131677,2010-09-24 08:45:00,2010-05-04 08:09:00,-1.0
2010-05-03 13:25:00,2010-05-03 13:25:00,1.31844,57.0,0.92599,1.01265,-0.009339755197727784,-0.9339755197727784,1.3316018197218895,1.3052781802781108,2010-09-22 09:01:00,2010-05-04 15:33:00,-1.0
2010-05-04 08:09:00,2010-05-04 08:09:00,1.30957,111.0,0.91648,1.0183,-0.00672764782621893,-0.672764782621893,1.3228799038403112,1.2962600961596886,2010-08-08 23:56:00,2010-05-05 06:55:00,-1.0
2010-05-04 15:33:00,2010-05-04 15:33:00,1.3011,49.0,0.91018,1.0239,-0.006467771864047012,-0.6467771864047012,1.3143513128687572,1.2878486871312427,2010-08-03 01:02:00,2010-05-06 03:50:00,-1.0
2010-05-05 06:55:00,2010-05-05 06:55:00,1.29422,51.0,0.90815,1.02616,-0.005287833371762307,-0.5287833371762307,1.3073135224845647,1.2811264775154352,2010-07-29 09:46:00,2010-05-06 03:50:00,-1.0
2010-05-05 12:23:00,2010-05-05 12:23:00,1.28819,178.0,0.90774,1.02645,-0.004659176956004374,-0.4659176956004374,1.301284743950128,1.2750952560498718,2010-05-10 04:05:00,2010-05-06 09:38:00,-1.0
2010-05-06 03:50:00,2010-05-06 03:50:00,1.27945,271.0,0.90423,1.03639,-0.006784713435129874,-0.6784713435129874,1.2926735214548077,1.2662264785451924,2010-05-10 04:05:00,2010-05-06 14:22:00,-1.0
2010-05-06 09:38:00,2010-05-06 09:38:00,1.27269,369.0,0.90189,1.03385,-0.005283520262612695,-0.5283520262612695,1.2857773412877243,1.259602658712276,2010-05-10 04:05:00,2010-05-13 09:42:00,1.0
2010-05-06 14:22:00,2010-05-06 14:22:00,1.26109,390.0,0.88389,1.05777,-0.00911455264047023,-0.911455264047023,1.2741971689326268,1.2479828310673733,2010-05-07 06:25:00,2010-05-14 14:23:00,1.0
2010-05-07 00:27:00,2010-05-07 00:27:00,1.2709,218.0,0.89199,1.04458,0.007778984846442238,0.7778984846442238,1.2846078583637235,1.2571921416362764,2010-05-09 19:38:00,2010-05-13 09:42:00,1.0
2010-05-07 06:25:00,2010-05-07 06:25:00,1.27424,180.0,0.89243,1.04648,0.002628058855928872,0.2628058855928872,1.2880668817816967,1.2604131182183034,2010-05-10 04:05:00,2010-05-13 09:42:00,1.0
2010-05-07 11:02:00,2010-05-07 11:02:00,1.2643,361.0,0.88284,1.04998,-0.007800728277247648,-0.7800728277247648,1.2781481007445716,1.2504518992554285,2010-05-09 19:38:00,2010-05-14 14:23:00,1.0
2010-05-09 19:38:00,2010-05-09 19:38:00,1.28469,268.0,0.89259,1.039,0.0161275013841653,1.61275013841653,1.3002124821297063,1.2691675178702937,2010-05-10 04:05:00,2010-05-12 02:00:00,1.0
2010-05-10 04:05:00,2010-05-10 04:05:00,1.30372,145.0,0.90665,1.02408,0.01481291206438895,1.481291206438895,1.3205693847000837,1.2868706152999163,2010-08-03 08:15:00,2010-05-10 19:12:00,-1.0
2010-05-10 09:55:00,2010-05-10 09:55:00,1.28952,307.0,0.90314,1.02673,-0.010891909305679182,-1.0891909305679182,1.3064299873362648,1.2726100126637352,2010-07-29 09:46:00,2010-05-11 05:20:00,-1.0
2010-05-10 19:12:00,2010-05-10 19:12:00,1.2739,182.0,0.90113,1.02521,-0.012113034307339121,-1.2113034307339121,1.291150422348209,1.256649577651791,2010-07-16 03:12:00,2010-05-13 09:42:00,-1.0
2010-05-11 05:20:00,2010-05-11 05:20:00,1.27063,110.0,0.89853,1.02304,-0.002566920480414514,-0.2566920480414514,1.2875633895922165,1.2536966104077834,2010-07-15 11:16:00,2010-05-14 08:49:00,-1.0
