time,open,high,low,close,Volume,Volume MA
1577916000,1.32604,1.32604,1.32476,1.32514,1155,NaN
1577919600,1.32514,1.32618,1.32495,1.32502,340,NaN
1577923200,1.32502,1.32622,1.32476,1.32568,918,NaN
1577926800,1.32568,1.32666,1.32538,1.32562,973,NaN
1577930400,1.32562,1.32564,1.32442,1.32488,649,NaN
1577934000,1.32488,1.32497,1.3203,1.32098,1498,NaN
1577937600,1.32098,1.32183,1.32038,1.32075,1095,NaN
1577941200,1.32075,1.32144,1.32024,1.32142,1242,NaN
1577944800,1.32142,1.32242,1.32068,1.32213,1196,NaN
1577948400,1.32213,1.32298,1.32099,1.32199,2521,NaN
1577952000,1.32199,1.32306,1.32096,1.3222,2736,NaN
1577955600,1.3222,1.32274,1.32102,1.32144,1287,NaN
1577959200,1.32144,1.32151,1.32054,1.32115,1324,NaN
1577962800,1.32115,1.32117,1.31889,1.31998,1773,NaN
1577966400,1.31998,1.3213,1.31908,1.31974,1730,NaN
1577970000,1.31974,1.31974,1.31718,1.31768,2431,NaN
1577973600,1.31768,1.31778,1.31358,1.31478,2599,NaN
1577977200,1.31478,1.31948,1.31456,1.31896,3266,NaN
1577980800,1.31896,1.31896,1.31238,1.31274,3270,NaN
1577984400,1.31274,1.31348,1.31155,1.31346,2386,1719.45
1577988000,1.31346,1.31438,1.31254,1.31398,1919,1757.65
1577991600,1.31398,1.31407,1.31282,1.31292,1631,1822.2
1577995200,1.31292,1.31458,1.3129,1.31388,1117,1832.15
1577998800,1.31388,1.31424,1.31357,1.31362,428,1804.9
1578002400,1.31362,1.31471,1.31362,1.31409,223,1783.6
1578006000,1.31409,1.31485,1.31383,1.31473,548,1736.1
1578009600,1.31473,1.31572,1.31405,1.31557,673,1715
1578013200,1.31557,1.31606,1.31351,1.31379,949,1700.35
1578016800,1.31379,1.3144,1.31232,1.3128,1641,1722.6
1578020400,1.3128,1.31382,1.31272,1.31366,1100,1651.55
1578024000,1.31366,1.31376,1.31248,1.31261,651,1547.3
1578027600,1.31261,1.31293,1.31162,1.31216,983,1532.1
1578031200,1.31216,1.31242,1.31052,1.31242,1008,1516.3
1578034800,1.31242,1.31242,1.3083,1.30918,2898,1572.55
1578038400,1.30918,1.31182,1.30872,1.3098,2994,1635.75
1578042000,1.3098,1.3101,1.30671,1.30682,3317,1680.05
1578045600,1.30682,1.30884,1.3068,1.30787,2650,1682.6
1578049200,1.30787,1.30792,1.30534,1.3059,2116,1625.1
1578052800,1.3059,1.30824,1.30543,1.30806,1989,1561.05
1578056400,1.30806,1.31099,1.30722,1.30724,1826,1533.05
1578060000,1.30724,1.309,1.30682,1.30695,2524,1563.3
1578063600,1.30695,1.30946,1.30695,1.30718,2825,1623
1578067200,1.30718,1.30991,1.30696,1.30897,1737,1654
1578070800,1.30897,1.30938,1.30806,1.30884,1514,1708.3
1578074400,1.30884,1.30901,1.3073,1.30866,1503,1772.3
1578078000,1.30866,1.30874,1.30747,1.30788,1574,1823.6
1578081600,1.30788,1.30795,1.30719,1.30737,555,1817.7
1578085200,1.30737,1.30807,1.30714,1.3079,347,1787.6
1578261600,1.3079,1.30918,1.30674,1.30722,144,1712.75
1578265200,1.30722,1.3085,1.30651,1.30776,780,1696.75
1578268800,1.30776,1.30882,1.30773,1.30801,544,1691.4
1578272400,1.30801,1.30818,1.30756,1.30795,442,1664.35
1578276000,1.30795,1.30885,1.30795,1.30876,283,1628.1
1578279600,1.30876,1.30905,1.30811,1.30822,317,1499.05
1578283200,1.30822,1.30871,1.30814,1.30844,230,1360.85
1578286800,1.30844,1.30861,1.30802,1.30812,310,1210.5
1578290400,1.30812,1.30836,1.30688,1.30832,745,1115.25
1578294000,1.30832,1.30947,1.30702,1.30733,2239,1121.4
1578297600,1.30733,1.31083,1.30644,1.31059,3252,1184.55
1578301200,1.31059,1.31486,1.31033,1.31435,4270,1306.75
1578304800,1.31435,1.31737,1.31378,1.31524,3699,1365.5
1578308400,1.31524,1.31746,1.31512,1.3157,2302,1339.35
1578312000,1.3157,1.31571,1.31386,1.31388,1467,1325.85
1578315600,1.31388,1.31492,1.31348,1.31409,1510,1325.65
1578319200,1.31409,1.31612,1.31334,1.31368,1887,1344.85
1578322800,1.31368,1.31625,1.31338,1.31586,2015,1366.9
1578326400,1.31586,1.317,1.3152,1.31624,1461,1412.2
1578330000,1.31624,1.31746,1.31564,1.31594,1213,1455.5
1578333600,1.31594,1.31678,1.3158,1.3158,758,1486.2
1578337200,1.3158,1.31642,1.31556,1.31632,716,1483
1578340800,1.31632,1.31676,1.31593,1.31664,536,1482.6
1578344400,1.31664,1.31695,1.31644,1.3169,294,1475.2
1578348000,1.3169,1.31796,1.3169,1.31763,137,1467.9
1578351600,1.31763,1.31763,1.31687,1.31718,410,1472.55
1578355200,1.31718,1.31772,1.317,1.3173,533,1487.7
1578358800,1.3173,1.31778,1.31704,1.31719,408,1492.6
1578362400,1.31719,1.31726,1.31688,1.31696,174,1464.05
1578366000,1.31696,1.31758,1.31688,1.31739,238,1364
1578369600,1.31739,1.31756,1.31697,1.31712,368,1219.8
1578373200,1.31712,1.31726,1.31537,1.31546,352,1023.9
1578376800,1.31546,1.3163,1.31481,1.31556,1129,895.4
1578380400,1.31556,1.3162,1.31413,1.3144,1941,877.35
1578384000,1.3144,1.32126,1.31432,1.31881,4651,1036.55
1578387600,1.31881,1.31975,1.31676,1.31732,2840,1103.05
1578391200,1.31732,1.31738,1.31456,1.31608,3287,1173.05
1578394800,1.31608,1.31646,1.31456,1.31473,2051,1174.85
1578398400,1.31473,1.3148,1.31103,1.3121,3706,1287.1
1578402000,1.3121,1.31237,1.31028,1.31184,2867,1369.8
1578405600,1.31184,1.31361,1.31056,1.31067,2243,1444.05
1578409200,1.31067,1.3125,1.30951,1.31214,2905,1553.5
1578412800,1.31214,1.31328,1.31066,1.31261,1711,1612.25
1578416400,1.31261,1.31396,1.31222,1.31277,1383,1666.7
1578420000,1.31277,1.31376,1.31247,1.31252,782,1698.95
1578423600,1.31252,1.31272,1.31184,1.31204,1299,1743.4
1578427200,1.31204,1.31235,1.31165,1.31181,643,1748.9
1578430800,1.31181,1.31217,1.31136,1.31212,620,1759.5
1578434400,1.31212,1.31282,1.31127,1.31191,152,1758.4
