time,open,high,low,close,Volume,Volume MA
1577919600,1521,1524,1520.5,1521,5291,NaN
1577923200,1520.9,1521.9,1520.6,1521.2,3547,NaN
1577926800,1521.1,1523.4,1519.7,1522,9320,NaN
1577930400,1521.9,1523.4,1520.9,1523.1,4851,NaN
1577934000,1523.1,1523.7,1522.3,1522.9,3116,NaN
1577937600,1522.9,1522.9,1521.9,1521.9,1343,NaN
1577941200,1521.9,1522.9,1521.5,1522.7,4123,NaN
1577944800,1522.8,1523.5,1521.8,1523.5,5082,NaN
1577948400,1523.5,1524,1521.6,1521.7,7964,NaN
1577952000,1521.7,1523.6,1520.9,1523.3,11884,NaN
1577955600,1523.2,1523.8,1522,1523.1,6143,NaN
1577959200,1523.1,1523.9,1522.2,1523.8,6772,NaN
1577962800,1523.8,1525,1523.7,1524.5,7194,NaN
1577966400,1524.5,1526.3,1524.1,1525.7,6881,NaN
1577970000,1525.7,1531.8,1525.3,1530.7,34187,NaN
1577973600,1530.8,1533.2,1528.2,1529,31635,NaN
1577977200,1529,1534,1528.5,1531.8,33530,NaN
1577980800,1531.8,1531.9,1527.7,1528,19244,NaN
1577984400,1528,1528.6,1525.3,1527.8,16084,NaN
1577988000,1527.8,1529.1,1527.4,1528.8,8362,11327.65
1577991600,1528.9,1529.5,1528.1,1529.3,5206,11323.4
1577995200,1529.3,1531.1,1529.1,1530.9,7548,11523.45
1577998800,1530.9,1531.7,1530.5,1531.6,2045,11159.7
1578006000,1531.7,1531.8,1530.4,1531.3,2096,11021.95
1578009600,1531.3,1533.2,1531.3,1533.1,4346,11083.45
1578013200,1533,1538.4,1532.5,1537.6,16175,11825.05
1578016800,1537.6,1543.7,1535,1541,29643,13101.05
1578020400,1541,1543.3,1540.4,1541.3,11273,13410.6
1578024000,1541.3,1542.3,1540,1541.4,5028,13263.8
1578027600,1541.4,1546.5,1540.9,1544.2,15250,13432.1
1578031200,1544.2,1545.3,1543.7,1543.9,6586,13454.25
1578034800,1543.9,1546.6,1542.8,1546.1,16984,13964.85
1578038400,1546.1,1548,1545.5,1546.9,18116,14510.95
1578042000,1546.9,1553,1546.7,1549.4,24830,15408.4
1578045600,1549.4,1552.1,1547.8,1551.1,16593,14528.7
1578049200,1551,1554,1550.4,1551.9,14570,13675.45
1578052800,1551.9,1552.6,1547.9,1548.9,17366,12867.25
1578056400,1548.9,1549.9,1543.3,1548.7,39465,13878.3
1578060000,1548.8,1550.6,1546.5,1548.6,34519,14800.05
1578063600,1548.6,1553.6,1548.6,1551.5,50605,16912.2
1578067200,1551.4,1553.1,1550.1,1550.8,18860,17594.9
1578070800,1550.9,1551.5,1549.5,1551.4,11746,17804.8
1578074400,1551.4,1556.6,1550.9,1552.2,23145,18859.8
1578078000,1552,1552.5,1548.7,1550.4,12587,19384.35
1578081600,1550.5,1551.7,1549.5,1551.7,7372,19535.65
1578085200,1551.6,1555.2,1551,1555.2,4047,18929.25
1578265200,1562.7,1590.9,1562.3,1571.6,42728,19583.5
1578268800,1571.5,1573.4,1569.5,1571.9,18278,19933.75
1578272400,1571.9,1582.5,1571.1,1580.2,38054,21585.05
1578276000,1580.2,1580.5,1577.6,1580,12203,21432.7
1578279600,1579.9,1581.9,1579.3,1580.5,8488,21527.8
1578283200,1580.5,1580.7,1577.2,1578.4,9334,21145.3
1578286800,1578.4,1579.7,1575.8,1577.2,10433,20761.15
1578290400,1577.2,1580,1575.9,1576.7,13937,20216.5
1578294000,1576.6,1577.5,1572.4,1576.4,20317,20402.7
1578297600,1576.4,1578.8,1573.5,1577.9,24140,20881.2
1578301200,1577.9,1580.5,1576.5,1579.5,18078,20916.8
1578304800,1579.5,1580,1577.3,1579.9,9579,19422.5
1578308400,1579.8,1581.5,1578.3,1580.9,13879,18390.5
1578312000,1580.9,1581.2,1578.2,1578.8,15292,16624.85
1578315600,1578.8,1579.8,1573.3,1576.3,39170,17640.35
1578319200,1576.4,1578.8,1574.6,1575,33408,18723.45
1578322800,1574.9,1576.3,1562.9,1566.2,82387,21685.55
1578326400,1566.3,1567.8,1562.7,1566.7,31774,22644.9
1578330000,1566.8,1567.4,1564.1,1566.5,15334,23043
1578333600,1566.6,1570.6,1565.9,1568.6,16977,23689.5
1578337200,1568.6,1569.8,1564.9,1566.8,10217,22063.95
1578340800,1566.9,1568.8,1566.3,1567.6,7395,21519.8
1578344400,1567.6,1568.8,1567.2,1567.7,2325,19733.35
1578351600,1567.4,1567.8,1565.6,1565.7,5193,19382.85
1578355200,1565.8,1567.7,1564.5,1566.1,8501,19383.5
1578358800,1566.2,1566.5,1558.4,1559.6,21363,19984.95
1578362400,1559.7,1562.7,1557,1560.7,18347,20380.65
1578366000,1560.8,1561.8,1560.1,1560.9,4664,19917
1578369600,1560.9,1561.6,1559.7,1561,3905,19096.4
1578373200,1561,1564.8,1560.8,1564.3,9914,18385.1
1578376800,1564.3,1571.1,1564.2,1566.6,22797,18621.05
1578380400,1566.6,1572.7,1566.3,1571.6,19415,19112.85
1578384000,1571.5,1572.3,1566.2,1566.6,21027,19470.25
1578387600,1566.5,1568.7,1564.9,1567.9,13975,19404.4
1578391200,1568,1568.9,1566.8,1567.3,10132,17952.5
1578394800,1567.4,1570.6,1567.1,1569.3,10277,16795.95
1578398400,1569.3,1571.4,1565.4,1566.9,16772,13515.2
1578402000,1566.8,1570,1566.3,1569.8,27880,13320.5
1578405600,1569.7,1573.5,1567.8,1570.7,35630,14335.3
1578409200,1570.6,1573.1,1567.2,1570.3,44306,15701.75
1578412800,1570.3,1573.5,1570,1572.8,21851,16283.45
1578416400,1572.8,1574.9,1572.6,1573.6,15871,16707.25
1578420000,1573.6,1574.8,1572.3,1574,10951,17138.55
1578423600,1574,1574.7,1571.2,1572.9,9260,17341.9
1578427200,1572.9,1573.7,1571.4,1573.4,6004,17217.05
1578430800,1573.4,1579.2,1573.1,1576.1,12508,16774.3
1578438000,1578.8,1600,1575.5,1596.7,44406,18077.25
1578441600,1596.6,1613.3,1594.1,1600.6,59532,20820.65
1578445200,1600.7,1607.7,1592.2,1595.1,68931,24071.95
1578448800,1595,1596.1,1585.3,1587.2,59060,26529.25
1578452400,1587.2,1595.6,1586.7,1592.4,32632,27021
1578456000,1592.3,1595.2,1590.7,1594.8,7700,26435.25
1578459600,1594.7,1597,1592.7,1596,13190,26043.4
